,_id,ltable_id,rtable_id,name_name_cos_dlm_dc0_dlm_dc0,name_name_cos_qgm_3_qgm_3,name_name_dice_dlm_dc0_dlm_dc0,name_name_dice_qgm_3_qgm_3,name_name_lev_sim,name_name_jar,name_name_jwn,name_name_exm,name_name_mel_dlm_dc0_dlm_dc0,name_name_mel_qgm_3_qgm_3,name_name_overlap_coeff_dlm_dc0_dlm_dc0,name_name_overlap_coeff_qgm_3_qgm_3,name_name_jac_dlm_dc0_dlm_dc0,name_name_jac_qgm_3_qgm_3,addr_addr_cos_dlm_dc0_dlm_dc0,addr_addr_cos_qgm_3_qgm_3,addr_addr_dice_dlm_dc0_dlm_dc0,addr_addr_dice_qgm_3_qgm_3,addr_addr_lev_sim,addr_addr_jar,addr_addr_jwn,addr_addr_exm,addr_addr_mel_dlm_dc0_dlm_dc0,addr_addr_mel_qgm_3_qgm_3,addr_addr_overlap_coeff_dlm_dc0_dlm_dc0,addr_addr_overlap_coeff_qgm_3_qgm_3,addr_addr_jac_dlm_dc0_dlm_dc0,addr_addr_jac_qgm_3_qgm_3,city_city_cos_dlm_dc0_dlm_dc0,city_city_cos_qgm_3_qgm_3,city_city_dice_dlm_dc0_dlm_dc0,city_city_dice_qgm_3_qgm_3,city_city_lev_sim,city_city_jar,city_city_jwn,city_city_exm,city_city_mel_dlm_dc0_dlm_dc0,city_city_mel_qgm_3_qgm_3,city_city_overlap_coeff_dlm_dc0_dlm_dc0,city_city_overlap_coeff_qgm_3_qgm_3,city_city_jac_dlm_dc0_dlm_dc0,city_city_jac_qgm_3_qgm_3,phone_phone_cos_dlm_dc0_dlm_dc0,phone_phone_cos_qgm_3_qgm_3,phone_phone_dice_dlm_dc0_dlm_dc0,phone_phone_dice_qgm_3_qgm_3,phone_phone_lev_sim,phone_phone_jar,phone_phone_jwn,phone_phone_exm,phone_phone_mel_dlm_dc0_dlm_dc0,phone_phone_mel_qgm_3_qgm_3,phone_phone_overlap_coeff_dlm_dc0_dlm_dc0,phone_phone_overlap_coeff_qgm_3_qgm_3,phone_phone_jac_dlm_dc0_dlm_dc0,phone_phone_jac_qgm_3_qgm_3,type_type_cos_dlm_dc0_dlm_dc0,type_type_cos_qgm_3_qgm_3,type_type_dice_dlm_dc0_dlm_dc0,type_type_dice_qgm_3_qgm_3,type_type_lev_sim,type_type_jar,type_type_jwn,type_type_exm,type_type_mel_dlm_dc0_dlm_dc0,type_type_mel_qgm_3_qgm_3,type_type_overlap_coeff_dlm_dc0_dlm_dc0,type_type_overlap_coeff_qgm_3_qgm_3,type_type_jac_dlm_dc0_dlm_dc0,type_type_jac_qgm_3_qgm_3,class_class_exm,class_class_anm,class_class_lev_sim,gold
0,0,543,1,0.0,0.20100756305184242,0.0,0.2,0.35,0.6722221970558167,0.7049999833106995,0,0.5520833432674408,0.7252525389194489,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.09567297464698797,0.0,0.09523809523809523,0.23809523809523814,0.5340803265571594,0.5806723237037659,0,0.5724074045817057,0.6093567421561793,0.0,0.10526315789473684,0.0,0.05,0.0,0.1556997888323046,0.0,0.15384615384615385,0.3076923076923077,0.6538461446762085,0.6884615421295166,0,0.6100000143051147,0.697777795791626,0.0,0.18181818181818182,0.0,0.08333333333333333,0.0,0.2857142857142857,0.0,0.2857142857142857,0.5,0.6111111044883728,0.7277777791023254,0,0.7277777791023254,0.7444444596767426,0.0,0.2857142857142857,0.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.016853932584269704,0.0,0
1,1,549,1,0.0,0.3402069087198859,0.0,0.3333333333333333,0.375,0.6172618865966797,0.6555356979370117,0,0.7922222316265106,0.8518518606821696,0.0,0.4166666666666667,0.0,0.2,0.25,0.36115755925730764,0.25,0.36,0.56,0.7589682340621948,0.7830713987350464,0,0.6197222322225571,0.7193415738918163,0.25,0.391304347826087,0.14285714285714285,0.21951219512195122,0.0,0.1556997888323046,0.0,0.15384615384615385,0.3076923076923077,0.6538461446762085,0.6884615421295166,0,0.6100000143051147,0.697777795791626,0.0,0.18181818181818182,0.0,0.08333333333333333,0.0,0.21428571428571427,0.0,0.21428571428571427,0.33333333333333337,0.6746031641960144,0.7722222208976746,0,0.7722222208976746,0.7396825551986694,0.0,0.21428571428571427,0.0,0.12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.028089887640449396,0.0,0
2,2,551,1,0.0,0.1781741612749496,0.0,0.17391304347826086,0.3076923076923077,0.6260683536529541,0.6634615063667297,0,0.7127160628636678,0.6373016025338855,0.0,0.2222222222222222,0.0,0.09523809523809523,0.0,0.26086956521739135,0.0,0.2608695652173913,0.4285714285714286,0.7203907370567322,0.8042735457420349,0,0.6946428567171097,0.73816426422285,0.0,0.2608695652173913,0.0,0.15,0.0,0.1556997888323046,0.0,0.15384615384615385,0.3076923076923077,0.6538461446762085,0.6884615421295166,0,0.6100000143051147,0.697777795791626,0.0,0.18181818181818182,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.33333333333333337,0.5555555820465088,0.5555555820465088,0,0.5555555820465088,0.6476190643651145,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.03183520599250933,0.0,0
3,3,595,1,0.0,0.26352313834736496,0.0,0.2631578947368421,0.2777777777777778,0.6268518567085266,0.6641666889190674,0,0.521249994635582,0.7044444561004639,0.0,0.2777777777777778,0.0,0.15151515151515152,0.0,0.15488061853247329,0.0,0.15384615384615385,0.2962962962962963,0.5886243581771851,0.670899510383606,0,0.4188888867696126,0.6498084458811529,0.0,0.17391304347826086,0.0,0.08333333333333333,0.0,0.17407765595569785,0.0,0.17391304347826086,0.30000000000000004,0.6185185313224792,0.6566666960716248,0,0.33500000834465027,0.6092592726151148,0.0,0.18181818181818182,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.25,0.5,0.5,0,0.5,0.644444465637207,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.11423220973782766,0.0,0
4,4,597,1,0.0,0.19658927487319622,0.0,0.1951219512195122,0.33333333333333337,0.6461941003799438,0.6815747022628784,0,0.5578372925519943,0.7352657162624857,0.0,0.2222222222222222,0.0,0.10810810810810811,0.0,0.11235088294097076,0.0,0.1111111111111111,0.2068965517241379,0.507006049156189,0.556305468082428,0,0.36256613830725354,0.5340501954478603,0.0,0.13043478260869565,0.0,0.058823529411764705,0.0,0.17407765595569785,0.0,0.17391304347826086,0.30000000000000004,0.6185185313224792,0.6566666960716248,0,0.33500000834465027,0.6092592726151148,0.0,0.18181818181818182,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.33333333333333337,0.4722222089767456,0.4722222089767456,0,0.4722222089767456,0.6873016059398651,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.1179775280898876,0.33333333333333337,0
5,5,695,1,0.0,0.19658927487319622,0.0,0.1951219512195122,0.23809523809523814,0.5525793433189392,0.5973213911056519,0,0.4854166656732559,0.624154603999594,0.0,0.2222222222222222,0.0,0.10810810810810811,0.0,0.1333662673423161,0.0,0.13333333333333333,0.2857142857142857,0.6609668135643005,0.694870114326477,0,0.5971230268478394,0.6797979961742054,0.0,0.13636363636363635,0.0,0.07142857142857142,0.0,0.1556997888323046,0.0,0.15384615384615385,0.3076923076923077,0.6538461446762085,0.6884615421295166,0,0.6100000143051147,0.697777795791626,0.0,0.18181818181818182,0.0,0.08333333333333333,0.0,0.21428571428571427,0.0,0.21428571428571427,0.41666666666666663,0.6111111044883728,0.7277777791023254,0,0.7277777791023254,0.7190476357936859,0.0,0.21428571428571427,0.0,0.12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.29588014981273403,0.0,0
6,6,703,1,0.0,0.1767766952966369,0.0,0.17647058823529413,0.375,0.550595223903656,0.5955356955528259,0,0.7314814627170563,0.7680555693805218,0.0,0.1875,0.0,0.0967741935483871,0.0,0.13650472655798704,0.0,0.13636363636363635,0.33333333333333337,0.6341687440872192,0.6707518696784973,0,0.5999999940395355,0.6920635104179382,0.0,0.14285714285714285,0.0,0.07317073170731707,0.0,0.1556997888323046,0.0,0.15384615384615385,0.3076923076923077,0.6538461446762085,0.6884615421295166,0,0.6100000143051147,0.697777795791626,0.0,0.18181818181818182,0.0,0.08333333333333333,0.0,0.21428571428571427,0.0,0.21428571428571427,0.33333333333333337,0.5444444417953491,0.6811110973358154,0,0.6811110973358154,0.6936508076531547,0.0,0.21428571428571427,0.0,0.12,0.0,0.35856858280031806,0.0,0.35294117647058826,0.5,0.7666666507720947,0.7899999618530273,0,0.7899999618530273,0.8222222328186035,0.0,0.42857142857142855,0.0,0.21428571428571427,0,0.31086142322097376,0.0,0
7,7,894,1,0.0,0.22222222222222227,0.0,0.2222222222222222,0.1875,0.625,0.6625000238418579,0,0.6268518368403116,0.6938271721204122,0.0,0.2222222222222222,0.0,0.125,0.0,0.12267912301642962,0.0,0.12244897959183673,0.2692307692307693,0.5175009965896606,0.5657508969306946,0,0.31203703085581463,0.598412715962955,0.0,0.13043478260869565,0.0,0.06521739130434782,0.0,0.17407765595569785,0.0,0.17391304347826086,0.30000000000000004,0.6185185313224792,0.6566666960716248,0,0.33500000834465027,0.6092592726151148,0.0,0.18181818181818182,0.0,0.09523809523809523,0.0,0.14285714285714285,0.0,0.14285714285714285,0.41666666666666663,0.5444444417953491,0.5444444417953491,0,0.5444444417953491,0.6333333466734204,0.0,0.14285714285714285,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.16666666666666663,0.4305555522441864,0.4305555522441864,0,0.5029761791229248,0.5698412912232536,0.0,0.0,0.0,0.0,0,0.6741573033707865,0.0,0
8,8,895,1,0.0,0.15430334996209194,0.0,0.15384615384615385,0.26315789473684215,0.6046540141105652,0.644188642501831,0,0.6518518428007761,0.7375661532084147,0.0,0.16666666666666666,0.0,0.08333333333333333,0.0,0.11616046389935497,0.0,0.11538461538461539,0.2222222222222222,0.5528298616409302,0.5975468754768372,0,0.3612222194671631,0.610727988440415,0.0,0.13043478260869565,0.0,0.061224489795918366,0.0,0.17407765595569785,0.0,0.17391304347826086,0.30000000000000004,0.6185185313224792,0.6566666960716248,0,0.33500000834465027,0.6092592726151148,0.0,0.18181818181818182,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.25,0.3888888955116272,0.3888888955116272,0,0.3888888955116272,0.6523809731006622,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.6760299625468165,0.0,0
9,9,927,1,0.0,0.15499685165842572,0.0,0.14545454545454545,0.2857142857142857,0.5865079164505005,0.6278571486473083,0,0.640925931930542,0.6600600754892504,0.0,0.2222222222222222,0.0,0.0784313725490196,0.0,0.17782168978975482,0.0,0.17777777777777778,0.33333333333333337,0.5920634865760803,0.6328571438789368,0,0.6655555566151937,0.6353535489602522,0.0,0.18181818181818182,0.0,0.0975609756097561,0.0,0.0,0.0,0.0,0.11111111111111116,0.5026454925537109,0.5026454925537109,0,0.4841269850730896,0.686419771777259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333337,0.3888888955116272,0.3888888955116272,0,0.3888888955116272,0.5333333526338849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818177,0.4545454680919647,0.4545454680919647,0,0.4545454680919647,0.6512820720672607,0.0,0.0,0.0,0.0,0,0.7359550561797753,0.0,0
